,MS SubClass,Lot Frontage,Lot Area,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Mas Vnr Area,BsmtFin SF 1,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,TotRms AbvGrd,Fireplaces,Garage Yr Blt,Garage Cars,Garage Area,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,TotalSF,HouseAge,MS Zoning,Street,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin Type 2,Heating,Heating QC,Central Air,Electrical,Kitchen Qual,Functional,Fireplace Qu,Garage Type,Garage Finish,Garage Qual,Garage Cond,Paved Drive,Sale Type,Sale Condition,Remodeled,SalePrice
455,120,34.0,5001,7,5,2007,2008,166.0,904.0,0.0,410.0,1314.0,1314,0,0,1314,1.0,0.0,2,0,2,1,6,1,2008.0,2.0,626.0,172,62,0,0,0,0,0,7,2009,2628.0,2,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,WD ,Normal,1,12.345838935721968
456,20,100.0,14836,10,5,2004,2005,730.0,2146.0,0.0,346.0,2492.0,2492,0,0,2492,1.0,0.0,2,1,2,1,8,1,2004.0,3.0,949.0,226,235,0,0,0,0,0,2,2009,4984.0,5,RL,Pave,IR1,HLS,AllPub,Inside,Mod,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,CemntBd,CmentBd,Stone,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Ex,Attchd,Fin,TA,TA,Y,WD ,Abnorml,1,13.221305136851795
457,20,117.0,15262,8,5,2003,2004,470.0,1557.0,0.0,643.0,2200.0,2200,0,0,2200,1.0,0.0,2,1,3,1,8,1,2003.0,3.0,685.0,208,55,0,0,0,0,0,7,2009,4400.0,6,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,Fin,TA,TA,Y,WD ,Normal,1,12.854486546624395
458,120,44.0,7390,9,5,2008,2009,308.0,800.0,0.0,1084.0,1884.0,1884,0,0,1884,1.0,0.0,2,0,2,1,6,1,2008.0,2.0,649.0,231,90,0,0,0,0,0,5,2009,3768.0,1,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,Ex,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,Fin,TA,TA,Y,New,Partial,1,12.676079399771027
459,120,48.0,6472,9,5,2008,2008,500.0,0.0,0.0,1451.0,1451.0,1456,0,0,1456,0.0,0.0,2,0,2,1,6,1,2008.0,2.0,539.0,192,42,0,0,0,0,0,4,2009,2907.0,1,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Ex,TA,PConc,Ex,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,RFn,TA,TA,Y,WD ,Normal,0,12.423202148655593
460,20,129.0,16770,8,5,2002,2003,270.0,1196.0,0.0,516.0,1712.0,1712,0,0,1712,1.0,0.0,2,0,3,1,8,1,2002.0,3.0,701.0,218,183,0,0,0,0,0,9,2009,3424.0,7,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,WD ,Normal,1,12.565497305532237
461,120,48.0,6240,8,5,2006,2006,176.0,863.0,0.0,461.0,1324.0,1324,0,0,1324,1.0,0.0,2,0,2,1,6,1,2006.0,2.0,550.0,192,38,0,0,0,0,0,12,2009,2648.0,3,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,WD ,Normal,0,12.445093483000798
462,120,48.0,3480,7,5,2003,2003,163.0,0.0,0.0,1405.0,1405.0,1405,0,0,1405,0.0,0.0,2,0,2,1,6,1,2003.0,2.0,478.0,148,36,0,0,0,0,0,11,2009,2810.0,6,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,WD ,Normal,0,12.06105265381003
463,160,36.0,2268,7,5,2003,2004,106.0,567.0,0.0,197.0,764.0,764,862,0,1626,0.0,0.0,2,0,2,1,6,0,2003.0,2.0,474.0,0,27,0,0,0,0,0,7,2009,2390.0,6,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,Gable,CompShg,VinylSd,Wd Shng,Stone,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,,BuiltIn,RFn,TA,TA,Y,WD ,Normal,1,12.06105265381003
464,60,63.0,10928,7,5,2005,2005,0.0,0.0,0.0,728.0,728.0,728,728,0,1456,0.0,0.0,2,1,3,1,8,1,2005.0,2.0,390.0,100,0,0,0,0,0,0,6,2009,2184.0,4,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,,Gd,TA,PConc,Gd,Gd,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,WD ,Normal,0,12.122696471358964
465,60,57.0,8918,6,5,2005,2006,0.0,0.0,0.0,745.0,745.0,745,745,0,1490,0.0,0.0,2,1,3,1,7,1,2005.0,2.0,392.0,36,20,0,0,0,0,0,7,2009,2235.0,4,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,WD ,Normal,1,12.030534032473051
466,60,149.0,12589,6,5,2005,2005,0.0,0.0,0.0,742.0,742.0,742,742,0,1484,0.0,0.0,2,1,3,1,8,1,2005.0,2.0,390.0,36,24,0,0,0,0,0,6,2009,2226.0,4,RL,Pave,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,WD ,Normal,0,12.066816325306588
467,60,122.0,11911,6,5,2005,2005,0.0,0.0,0.0,684.0,684.0,684,876,0,1560,0.0,0.0,2,1,3,1,6,1,2005.0,2.0,400.0,100,38,0,0,0,0,0,3,2009,2244.0,4,RL,Pave,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,BuiltIn,Fin,TA,TA,Y,WD ,Normal,0,12.066816325306588
468,120,53.0,3684,7,5,2007,2007,130.0,0.0,0.0,1373.0,1373.0,1555,0,0,1555,0.0,0.0,2,0,2,1,7,1,2007.0,3.0,660.0,143,20,0,0,0,0,0,6,2009,2928.0,2,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,WD ,Normal,0,12.066816325306588
469,120,51.0,3635,7,5,2007,2007,130.0,988.0,0.0,398.0,1386.0,1569,0,0,1569,0.0,1.0,2,0,1,1,7,1,2007.0,3.0,660.0,143,20,0,0,0,0,0,5,2009,2955.0,2,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,WD ,Normal,0,12.077676615757813
470,120,43.0,3182,7,5,2005,2006,16.0,16.0,0.0,1357.0,1373.0,1555,0,0,1555,0.0,0.0,2,0,2,1,7,1,2005.0,2.0,430.0,143,20,0,0,0,0,0,5,2009,2928.0,4,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,WD ,Normal,1,12.167856627501678
471,120,43.0,3182,7,5,2005,2006,16.0,16.0,0.0,1330.0,1346.0,1504,0,0,1504,0.0,0.0,2,0,1,1,7,1,2005.0,2.0,457.0,156,0,0,0,0,0,0,5,2009,2850.0,4,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,WD ,Normal,1,12.10625783509458
472,120,43.0,3182,7,5,2005,2006,16.0,16.0,0.0,1204.0,1220.0,1220,0,0,1220,0.0,0.0,2,0,2,1,5,1,2005.0,2.0,397.0,100,16,0,0,0,0,0,8,2009,2440.0,4,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,WD ,Normal,1,12.100717685412471
473,120,43.0,3182,7,5,2005,2006,11.0,16.0,0.0,1129.0,1145.0,1145,0,0,1145,0.0,0.0,2,0,2,1,5,1,2005.0,2.0,397.0,100,16,0,0,0,0,0,9,2009,2290.0,4,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,WD ,Normal,1,11.984184555794167
474,60,71.0,7795,7,5,2004,2005,0.0,425.0,0.0,291.0,716.0,716,716,0,1432,1.0,0.0,2,1,3,1,6,1,2004.0,2.0,432.0,100,51,0,0,0,0,0,7,2009,2148.0,5,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,WD ,Normal,1,12.146858590895919
475,60,,8068,6,5,2002,2002,0.0,0.0,0.0,1010.0,1010.0,1010,1257,0,2267,0.0,0.0,2,1,4,1,8,1,2002.0,2.0,390.0,120,46,0,0,0,0,0,12,2009,3277.0,7,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,BuiltIn,RFn,TA,TA,Y,ConLI,Normal,0,12.206077645517674
476,80,59.0,9434,7,5,2004,2005,0.0,0.0,0.0,384.0,384.0,744,630,0,1374,0.0,0.0,2,1,3,1,6,1,2004.0,2.0,400.0,100,0,0,0,0,0,0,8,2009,1758.0,5,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,Gable,CompShg,WdShing,Wd Shng,,Gd,TA,PConc,Gd,TA,Mn,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,BuiltIn,Fin,TA,TA,Y,WD ,Normal,1,12.04355959836804
477,60,62.0,7984,7,5,2004,2005,200.0,0.0,0.0,868.0,868.0,868,762,0,1630,0.0,0.0,2,1,3,1,7,1,2004.0,2.0,436.0,120,48,0,0,0,0,0,9,2009,2498.0,5,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,BuiltIn,Fin,TA,TA,Y,WD ,Normal,1,12.15214958053555
478,80,,7750,8,5,2002,2002,0.0,353.0,0.0,55.0,408.0,779,640,0,1419,1.0,0.0,2,1,3,1,7,1,2002.0,2.0,527.0,120,0,0,0,0,0,0,3,2009,1827.0,7,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,Hip,CompShg,VinylSd,VinylSd,,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,BuiltIn,Fin,TA,TA,Y,WD ,Normal,0,12.123239799036943
479,60,61.0,10125,7,5,2004,2004,0.0,0.0,0.0,846.0,846.0,846,748,0,1594,0.0,0.0,2,1,3,1,7,1,2004.0,2.0,434.0,300,48,0,0,0,0,0,7,2009,2440.0,5,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,,Gd,TA,PConc,Gd,TA,Mn,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,WD ,Normal,0,12.18332077348399
480,60,,8965,7,5,2003,2003,0.0,652.0,0.0,130.0,782.0,806,683,0,1489,1.0,0.0,2,1,3,1,8,1,2003.0,2.0,400.0,0,75,0,0,0,0,0,6,2009,2271.0,6,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,WD ,Normal,0,12.165255859329688
481,60,,8174,7,5,2003,2003,0.0,494.0,0.0,204.0,698.0,698,644,0,1342,1.0,0.0,2,1,3,1,7,1,2003.0,2.0,393.0,100,56,0,0,0,0,0,5,2009,2040.0,6,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,WD ,Normal,0,12.08954444723597
482,120,34.0,5063,7,5,2007,2008,166.0,904.0,0.0,410.0,1314.0,1314,0,0,1314,1.0,0.0,2,0,2,1,6,1,2008.0,2.0,626.0,172,62,0,0,0,0,0,4,2009,2628.0,2,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,ConLw,Normal,1,12.242891437918386
483,60,,8795,7,5,2000,2000,0.0,300.0,0.0,652.0,952.0,980,1276,0,2256,0.0,0.0,2,1,4,1,8,1,2000.0,2.0,554.0,224,54,0,0,0,0,0,4,2009,3208.0,9,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,BuiltIn,Fin,TA,TA,Y,WD ,Normal,0,12.371591321286905
484,60,,12891,8,5,2002,2002,,651.0,0.0,219.0,870.0,878,1126,0,2004,1.0,0.0,2,1,4,1,8,1,2002.0,3.0,644.0,0,48,0,0,0,0,0,7,2009,2874.0,7,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,,Gd,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,BuiltIn,Fin,TA,TA,Y,WD ,Normal,0,12.458778882573533
485,60,,12224,6,5,2000,2000,40.0,695.0,0.0,297.0,992.0,1022,1032,0,2054,1.0,0.0,2,1,3,1,7,1,2000.0,2.0,390.0,24,48,0,0,0,0,0,7,2009,3046.0,9,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,BuiltIn,RFn,TA,TA,Y,WD ,Normal,0,12.404927602627597
486,80,61.0,9734,7,5,2004,2004,0.0,241.0,113.0,30.0,384.0,744,630,0,1374,0.0,0.0,2,1,3,1,7,0,2004.0,2.0,400.0,0,0,0,0,0,0,0,5,2009,1758.0,5,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,SLvl,Gable,CompShg,VinylSd,VinylSd,,Gd,TA,PConc,Gd,TA,Mn,GLQ,Rec,GasA,Ex,Y,SBrkr,Gd,Typ,,BuiltIn,Fin,TA,TA,Y,WD ,Normal,0,12.025755079404917
487,60,60.0,8123,6,5,2000,2000,16.0,0.0,0.0,982.0,982.0,1007,793,0,1800,0.0,0.0,2,1,3,1,7,1,2000.0,2.0,463.0,100,63,0,0,0,0,0,6,2009,2782.0,9,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,TA,Attchd,Fin,TA,TA,Y,WD ,Normal,0,12.095146671399466
488,60,42.0,8433,6,5,2000,2000,0.0,683.0,0.0,111.0,794.0,819,695,0,1514,1.0,0.0,2,1,3,1,7,1,2000.0,2.0,394.0,0,72,0,0,0,0,0,6,2009,2308.0,9,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,TA,Attchd,Fin,TA,TA,Y,WD ,Normal,0,12.154784614286667
489,80,62.0,7750,7,5,1999,2000,0.0,0.0,0.0,384.0,384.0,774,656,0,1430,0.0,0.0,2,1,3,1,7,1,1999.0,2.0,400.0,0,0,0,0,0,0,0,3,2009,1814.0,10,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,Gable,CompShg,VinylSd,VinylSd,,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,TA,BuiltIn,RFn,TA,TA,Y,WD ,Normal,1,11.957617696467539
490,60,,15896,7,5,1999,1999,210.0,913.0,0.0,264.0,1177.0,1223,1089,0,2312,1.0,0.0,2,1,4,1,8,1,1999.0,3.0,658.0,298,0,0,0,0,0,0,5,2009,3489.0,10,RL,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,Gilbert,RRNn,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,BuiltIn,Fin,TA,TA,Y,WD ,Normal,0,12.409017571151187
491,60,,24682,6,5,1999,1999,0.0,0.0,0.0,841.0,841.0,892,783,0,1675,0.0,0.0,2,1,3,1,7,1,1999.0,2.0,502.0,0,103,0,0,0,0,0,6,2009,2516.0,10,RL,Pave,IR3,Lvl,AllPub,CulDSac,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,TA,BuiltIn,Fin,TA,TA,Y,WD ,Normal,0,12.10625783509458
492,60,,8755,7,5,1999,1999,298.0,772.0,0.0,220.0,992.0,1022,1038,0,2060,1.0,0.0,2,1,3,1,8,1,1999.0,2.0,390.0,0,0,0,168,0,0,0,6,2009,3052.0,10,RL,Pave,IR1,Lvl,AllPub,FR2,Gtl,Gilbert,RRNn,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,BuiltIn,RFn,TA,TA,Y,WD ,Normal,0,12.273735966890268
493,80,64.0,7848,7,6,1999,1999,0.0,0.0,0.0,384.0,384.0,774,656,0,1430,0.0,0.0,2,1,3,1,7,1,1999.0,2.0,410.0,0,0,0,0,0,0,0,6,2009,1814.0,10,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,Gable,CompShg,VinylSd,VinylSd,,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,TA,BuiltIn,Fin,TA,TA,Y,WD ,Normal,0,12.031725210748633
494,60,82.0,9430,8,5,1999,1999,673.0,1163.0,0.0,89.0,1252.0,1268,1097,0,2365,1.0,0.0,2,1,3,1,8,1,1999.0,3.0,856.0,0,128,0,0,180,0,0,7,2009,3617.0,10,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,WD ,Normal,0,12.727841176689147
495,60,174.0,15138,8,5,1995,1996,506.0,689.0,0.0,773.0,1462.0,1490,1304,0,2794,1.0,0.0,2,1,4,1,9,1,1995.0,3.0,810.0,0,146,202,0,0,0,0,7,2009,4256.0,14,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,TA,Attchd,Fin,TA,TA,Y,WD ,Normal,1,12.90669432231532
496,60,106.0,12720,8,5,2000,2000,150.0,1173.0,0.0,282.0,1455.0,1466,1221,0,2687,1.0,0.0,2,1,4,1,10,2,2000.0,3.0,810.0,252,30,0,0,0,0,0,9,2009,4142.0,9,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,BuiltIn,RFn,TA,TA,Y,WD ,Normal,0,12.69771850797869
497,60,,16545,8,5,1998,1998,731.0,781.0,0.0,503.0,1284.0,1310,1140,0,2450,1.0,0.0,2,1,3,1,7,1,1998.0,3.0,1069.0,0,126,0,0,0,0,0,5,2009,3734.0,11,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,WD ,Normal,0,12.73670383776449
498,60,98.0,12203,8,5,1998,1999,975.0,854.0,0.0,371.0,1225.0,1276,1336,0,2612,1.0,0.0,2,1,4,1,8,1,1998.0,3.0,676.0,250,0,0,0,0,0,0,7,2009,3837.0,11,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,WD ,Normal,1,12.724869415131389
499,60,79.0,10208,7,5,1996,1997,921.0,0.0,0.0,1264.0,1264.0,1277,1067,0,2344,0.0,0.0,2,1,3,1,7,1,1996.0,3.0,889.0,220,0,0,0,0,0,0,7,2009,3608.0,13,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,WD ,Normal,1,12.487488878546145
500,20,,10750,8,5,1994,1995,634.0,236.0,1526.0,262.0,2024.0,2063,0,0,2063,1.0,0.0,2,0,3,1,7,2,1994.0,3.0,815.0,182,56,0,0,0,0,0,6,2009,4087.0,15,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,Gd,TA,PConc,Gd,TA,Av,BLQ,GLQ,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,WD ,Normal,1,12.660331092405906
501,60,90.0,9900,7,5,1993,1993,256.0,987.0,0.0,360.0,1347.0,1372,1274,0,2646,1.0,0.0,2,1,4,1,9,1,1993.0,3.0,656.0,340,60,144,0,0,0,0,4,2009,3993.0,16,RL,Pave,Reg,Low,AllPub,Inside,Mod,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,WD ,Normal,0,12.468440756144114
